node1,node2,distance,waypoints
2,12,1047.06,"102.860842,24.83023;102.860842,24.83023;102.861484,24.829618;102.861484,24.829614;102.861411,24.829518;102.861367,24.829414;102.861367,24.829366;102.861389,24.829297;102.861463,24.829227;102.861463,24.829223;102.861367,24.829132;102.861367,24.829132;102.861332,24.829102;102.860443,24.82829;102.860443,24.82829;102.860295,24.828147;102.860295,24.828147;102.859418,24.827617;102.859418,24.827617;102.858889,24.8273;102.858889,24.8273;102.858125,24.826845;102.858125,24.826845;102.857674,24.826549;102.857674,24.826549;102.857253,24.826372;102.857253,24.826372;102.856853,24.826211;102.856853,24.826211;102.856732,24.826133;102.856515,24.826037;102.856515,24.826037;102.856094,24.825838;102.856094,24.825838;102.855521,24.825551;102.855521,24.825551;102.855126,24.825339;102.854839,24.825247;102.854839,24.825247;102.854757,24.825226;102.854757,24.825226;102.854006,24.824987;102.85398,24.824983;102.85398,24.824983;102.853186,24.824735;102.853186,24.824735;102.852643,24.82441;102.852643,24.82441"
2,13,1110.26,"102.860842,24.83023;102.860842,24.83023;102.861484,24.829618;102.861484,24.829614;102.861411,24.829518;102.861367,24.829414;102.861367,24.829366;102.861389,24.829297;102.861463,24.829227;102.861463,24.829223;102.861367,24.829132;102.861367,24.829132;102.861332,24.829102;102.860443,24.82829;102.860443,24.82829;102.860295,24.828147;102.860295,24.828147;102.859418,24.827617;102.859418,24.827617;102.858889,24.8273;102.858889,24.8273;102.858125,24.826845;102.858125,24.826845;102.857674,24.826549;102.857674,24.826549;102.857253,24.826372;102.857253,24.826372;102.856853,24.826211;102.856853,24.826211;102.856732,24.826133;102.856515,24.826037;102.856515,24.826037;102.856094,24.825838;102.856094,24.825838;102.855521,24.825551;102.855521,24.825551;102.855126,24.825339;102.854839,24.825247;102.854839,24.825247;102.854757,24.825226;102.854757,24.825226;102.854006,24.824987;102.85398,24.824983;102.85398,24.824983;102.853186,24.824735;102.853186,24.824735;102.852643,24.82441;102.852643,24.82441;102.852569,24.824371;102.852569,24.824371;102.852261,24.824201;102.85214,24.824093;102.85214,24.824093;102.851975,24.82395;102.851975,24.82395;102.851554,24.823615;102.851549,24.823611"
2,14,948.4,"102.860842,24.83023;102.860842,24.83023;102.861484,24.829618;102.861484,24.829614;102.861411,24.829518;102.861367,24.829414;102.861367,24.829366;102.861389,24.829297;102.861463,24.829227;102.861463,24.829223;102.861367,24.829132;102.861367,24.829132;102.861332,24.829102;102.860443,24.82829;102.860443,24.82829;102.860295,24.828147;102.860295,24.828147;102.859418,24.827617;102.859418,24.827617;102.858889,24.8273;102.858889,24.8273;102.858125,24.826845;102.858125,24.826845;102.857674,24.826549;102.857674,24.826549;102.857253,24.826372;102.857253,24.826372;102.856853,24.826211;102.856853,24.826211;102.856732,24.826133;102.856515,24.826037;102.85651,24.826029;102.856749,24.825673;102.856753,24.825673;102.856693,24.825499;102.856437,24.825256;102.856168,24.825139;102.855629,24.824774;102.855629,24.824774;102.854774,24.824314;102.85477,24.82431;102.85474,24.824336;102.854644,24.824319;102.854362,24.824197;102.854362,24.824197;102.85401,24.823976;102.854006,24.823971"
2,15,383.05,"102.860842,24.83023;102.860842,24.83023;102.861484,24.829618;102.861484,24.829614;102.861411,24.829518;102.861367,24.829414;102.861367,24.829366;102.861389,24.829297;102.861463,24.829227;102.861463,24.829223;102.861367,24.829132;102.861367,24.829132;102.861332,24.829102;102.860443,24.82829;102.860443,24.82829;102.860295,24.828147;102.860295,24.828147;102.859418,24.827617;102.859418,24.827617;102.858889,24.8273;102.858885,24.827296"
2,16,1481.38,"102.859366,24.831641;102.859366,24.831641;102.859162,24.831836;102.859158,24.831836;102.858845,24.83168;102.858507,24.831528;102.858242,24.831428;102.85796,24.831345;102.85796,24.831345;102.85737,24.831224;102.857053,24.831181;102.856697,24.831159;102.856298,24.831159;102.855829,24.831194;102.855525,24.831241;102.855217,24.831302;102.854709,24.831445;102.854514,24.831515;102.854514,24.831515;102.854362,24.831567;102.854362,24.831567;102.854006,24.831688;102.850395,24.83293;102.850395,24.83293;102.850326,24.832951;102.850326,24.832951;102.850004,24.833047;102.850004,24.833047;102.84944,24.833181;102.84944,24.833181;102.84878,24.833303;102.848264,24.833377;102.848264,24.833377;102.847999,24.833394;102.847999,24.833394;102.847526,24.833437;102.847522,24.833437;102.847595,24.833186;102.847595,24.833186;102.847721,24.83283;102.847721,24.83283;102.847795,24.832617;102.847795,24.832613;102.847326,24.832483;102.847326,24.832483;102.846753,24.832274;102.846753,24.832274;102.846649,24.832235;102.846341,24.832049;102.846224,24.831953;102.846094,24.831806;102.846089,24.831801;102.846267,24.831632;102.84638,24.831441;102.846554,24.830894;102.846554,24.830894;102.846593,24.830725;102.846558,24.830508;102.846497,24.830369;102.846454,24.830313;102.846389,24.830252;102.846389,24.830252;102.846141,24.830022;102.846068,24.829905;102.846029,24.829753;102.846029,24.829484;102.846098,24.829102;102.84612,24.828993;102.846141,24.828932;102.846141,24.828928;102.845734,24.828659;102.845547,24.828568;102.845547,24.828568;102.845464,24.828533;102.845464,24.828533;102.844792,24.828359;102.844787,24.828355;102.844935,24.827956"
2,17,1090.55,"102.860842,24.83023;102.860842,24.83023;102.861484,24.829618;102.861484,24.829614;102.861411,24.829518;102.861367,24.829414;102.861367,24.829366;102.861389,24.829297;102.861463,24.829227;102.861463,24.829223;102.861367,24.829132;102.861367,24.829132;102.861332,24.829102;102.860443,24.82829;102.860443,24.82829;102.860295,24.828147;102.860295,24.828147;102.859418,24.827617;102.859418,24.827617;102.858889,24.8273;102.858889,24.8273;102.858125,24.826845;102.858125,24.826845;102.857674,24.826549;102.857674,24.826549;102.857253,24.826372;102.857253,24.826372;102.856853,24.826211;102.856853,24.826211;102.856732,24.826133;102.856515,24.826037;102.856515,24.826037;102.856094,24.825838;102.856094,24.825838;102.855521,24.825551;102.855521,24.825551;102.855126,24.825339;102.854839,24.825247;102.854839,24.825247;102.854757,24.825226;102.854757,24.825226;102.854006,24.824987;102.85398,24.824983;102.853976,24.824978;102.853824,24.825291;102.853824,24.825291;102.853607,24.825738;102.853602,24.825738;102.85326,24.825699;102.85326,24.825699;102.85309,24.82569;102.85309,24.82569;102.852895,24.825668;102.852253,24.825473;102.852183,24.825434;102.852183,24.825434;102.852127,24.825395;102.852127,24.825395;102.851506,24.824952;102.851506,24.824952;102.851241,24.824766;102.851241,24.824766"
2,18,524.35,"102.860842,24.83023;102.860842,24.83023;102.861484,24.829618;102.861484,24.829614;102.861411,24.829518;102.861367,24.829414;102.861367,24.829366;102.861389,24.829297;102.861463,24.829227;102.861463,24.829223;102.861367,24.829132;102.861367,24.829132;102.861332,24.829102;102.860443,24.82829;102.860443,24.82829;102.860295,24.828147;102.860295,24.828147;102.859418,24.827617;102.859418,24.827617;102.858889,24.8273;102.858889,24.8273;102.858125,24.826845;102.858121,24.82684;102.858047,24.82727;102.858047,24.827839;102.858047,24.827839;102.858003,24.828038;102.857938,24.828216;102.857873,24.828333;102.857799,24.828459;102.857674,24.828615;102.857435,24.828867;102.857305,24.828954;102.857114,24.829028;102.857031,24.829041;102.856914,24.829041;102.856775,24.829019;102.856775,24.829019;102.856207,24.828837;102.856202,24.828832;102.855959,24.828533;102.855503,24.828203;102.855499,24.828199;102.855117,24.82829;102.855117,24.82829"
2,19,1196.24,"102.860842,24.83023;102.860842,24.83023;102.861484,24.829618;102.861484,24.829614;102.861411,24.829518;102.861367,24.829414;102.861367,24.829366;102.861389,24.829297;102.861463,24.829227;102.861463,24.829223;102.861367,24.829132;102.861367,24.829132;102.861332,24.829102;102.860443,24.82829;102.860443,24.82829;102.860295,24.828147;102.860295,24.828147;102.859418,24.827617;102.859418,24.827617;102.858889,24.8273;102.858889,24.8273;102.858125,24.826845;102.858125,24.826845;102.857674,24.826549;102.857674,24.826549;102.857253,24.826372;102.857253,24.826372;102.856853,24.826211;102.856853,24.826211;102.856732,24.826133;102.856515,24.826037;102.856515,24.826037;102.856094,24.825838;102.856094,24.825838;102.855521,24.825551;102.855521,24.825551;102.855126,24.825339;102.854839,24.825247;102.854839,24.825247;102.854757,24.825226;102.854757,24.825226;102.854006,24.824987;102.85398,24.824983;102.85398,24.824983;102.853186,24.824735;102.853186,24.824735;102.852643,24.82441;102.852643,24.82441;102.852569,24.824371;102.852569,24.824371;102.852261,24.824201;102.85214,24.824093;102.85214,24.824093;102.851975,24.82395;102.851975,24.82395;102.851554,24.823615;102.851549,24.823611;102.851259,24.823967;102.851254,24.823967;102.850985,24.82378;102.850985,24.82378;102.850933,24.823711"
2,20,1546.08,"102.859366,24.831641;102.859366,24.831641;102.859162,24.831836;102.859158,24.831836;102.858845,24.83168;102.858507,24.831528;102.858242,24.831428;102.85796,24.831345;102.85796,24.831345;102.85737,24.831224;102.857053,24.831181;102.856697,24.831159;102.856298,24.831159;102.855829,24.831194;102.855525,24.831241;102.855217,24.831302;102.854709,24.831445;102.854514,24.831515;102.854514,24.831515;102.854362,24.831567;102.854362,24.831567;102.854006,24.831688;102.850395,24.83293;102.850395,24.83293;102.850326,24.832951;102.850326,24.832951;102.850004,24.833047;102.850004,24.833047;102.84944,24.833181;102.84944,24.833181;102.84878,24.833303;102.848264,24.833377;102.848264,24.833377;102.847999,24.833394;102.847999,24.833394;102.847526,24.833437;102.847522,24.833437;102.847595,24.833186;102.847595,24.833186;102.847721,24.83283;102.847721,24.83283;102.847795,24.832617;102.847795,24.832613;102.847326,24.832483;102.847326,24.832483;102.846753,24.832274;102.846753,24.832274;102.846649,24.832235;102.846341,24.832049;102.846224,24.831953;102.846094,24.831806;102.846094,24.831806;102.845933,24.83161;102.845777,24.831359;102.845638,24.831181;102.845525,24.831063;102.845161,24.83079;102.845161,24.83079;102.844271,24.830252;102.844271,24.830252;102.844154,24.830139;102.844149,24.830135;102.844219,24.830009;102.844266,24.829883;102.844414,24.829236;102.844414,24.829236;102.844427,24.829102;102.844444,24.828863;102.844436,24.828568;102.844436,24.828568;102.844405,24.828268;102.844405,24.828268;102.844319,24.827799;102.844293,24.827465;102.844293,24.827305;102.844293,24.827305;102.844297,24.827131;102.844297,24.827131;102.844323,24.826706;102.844323,24.826706;102.844358,24.826567;102.844358,24.826567;102.844544,24.826037;102.844605,24.825924;102.844601,24.825916"
2,21,1849.24,"102.859366,24.831641;102.859366,24.831641;102.859162,24.831836;102.859158,24.831836;102.858845,24.83168;102.858507,24.831528;102.858242,24.831428;102.85796,24.831345;102.85796,24.831345;102.85737,24.831224;102.857053,24.831181;102.856697,24.831159;102.856298,24.831159;102.855829,24.831194;102.855525,24.831241;102.855217,24.831302;102.854709,24.831445;102.854514,24.831515;102.854514,24.831515;102.854362,24.831567;102.854362,24.831567;102.854006,24.831688;102.850395,24.83293;102.850395,24.83293;102.850326,24.832951;102.850326,24.832951;102.850004,24.833047;102.850004,24.833047;102.84944,24.833181;102.84944,24.833181;102.84878,24.833303;102.848264,24.833377;102.848264,24.833377;102.847999,24.833394;102.847999,24.833394;102.847526,24.833437;102.847526,24.833437;102.846957,24.833455;102.846957,24.833455;102.846463,24.833451;102.845872,24.833416;102.84546,24.833368;102.844839,24.833273;102.843655,24.832986;102.843655,24.832986;102.843416,24.832921;102.843416,24.832921;102.842465,24.832643;102.841476,24.832322;102.841133,24.832183;102.840751,24.832001;102.840434,24.831827;102.840191,24.831675;102.840191,24.831675;102.840109,24.831619;102.840109,24.831619;102.839744,24.831363;102.839479,24.831155;102.839214,24.83092;102.839028,24.830734;102.838607,24.83026;102.838607,24.83026;102.838277,24.829861;102.838273,24.829857;102.838385,24.829757;102.838885,24.829102;102.839575,24.828203;102.839575,24.828203;102.840451,24.826957;102.840451,24.826957;102.84191,24.824957;102.84191,24.824957;102.841984,24.824844;102.841984,24.824844"
2,22,998.76,"102.860842,24.83023;102.860842,24.83023;102.861484,24.829618;102.861484,24.829614;102.861411,24.829518;102.861367,24.829414;102.861367,24.829366;102.861389,24.829297;102.861463,24.829227;102.861463,24.829223;102.861367,24.829132;102.861367,24.829132;102.861332,24.829102;102.860443,24.82829;102.860443,24.82829;102.860295,24.828147;102.860295,24.828147;102.859418,24.827617;102.859418,24.827617;102.858889,24.8273;102.858889,24.8273;102.858125,24.826845;102.858125,24.826845;102.857674,24.826549;102.857669,24.826545;102.857487,24.826979;102.857435,24.827079;102.857357,24.827105;102.857001,24.826979;102.857001,24.826979;102.856849,24.826927;102.856576,24.826788;102.856576,24.826788;102.856454,24.826749;102.856393,24.826753;102.856263,24.827001;102.856259,24.827001;102.856128,24.82694;102.856128,24.82694;102.855668,24.826723;102.855668,24.826723;102.855165,24.82648;102.855161,24.826476;102.855043,24.826723;102.855043,24.826723;102.85467,24.827448;102.854666,24.827448;102.854392,24.827235;102.854006,24.82704;102.853937,24.827018;102.853937,24.827018;102.853763,24.826962;102.853229,24.826862;102.853229,24.826862;102.85296,24.826814;102.85296,24.826814;102.85207,24.826641;102.85207,24.826641;102.851727,24.826541;102.851445,24.826359"
2,23,1261.34,"102.860842,24.83023;102.860842,24.83023;102.861484,24.829618;102.861484,24.829614;102.861411,24.829518;102.861367,24.829414;102.861367,24.829366;102.861389,24.829297;102.861463,24.829227;102.861463,24.829223;102.861367,24.829132;102.861367,24.829132;102.861332,24.829102;102.860443,24.82829;102.860443,24.82829;102.860295,24.828147;102.860295,24.828147;102.859418,24.827617;102.859418,24.827617;102.858889,24.8273;102.858889,24.8273;102.858125,24.826845;102.858125,24.826845;102.857674,24.826549;102.857674,24.826549;102.857253,24.826372;102.857253,24.826372;102.856853,24.826211;102.856853,24.826211;102.856732,24.826133;102.856515,24.826037;102.856515,24.826037;102.856094,24.825838;102.856094,24.825838;102.855521,24.825551;102.855521,24.825551;102.855126,24.825339;102.854839,24.825247;102.854839,24.825247;102.854757,24.825226;102.854757,24.825226;102.854006,24.824987;102.85398,24.824983;102.853976,24.824978;102.853824,24.825291;102.853824,24.825291;102.853607,24.825738;102.853602,24.825738;102.85326,24.825699;102.85326,24.825699;102.85309,24.82569;102.85309,24.82569;102.852895,24.825668;102.852253,24.825473;102.852183,24.825434;102.852183,24.825434;102.852127,24.825395;102.852127,24.825395;102.851506,24.824952;102.851502,24.824948;102.850773,24.825833;102.850768,24.825833;102.85046,24.82569;102.85046,24.82569;102.849844,24.825404;102.84967,24.825339;102.84967,24.825339;102.849392,24.825317;102.849093,24.825317;102.848763,24.825382;102.848438,24.825477;102.848398,24.825503;102.848398,24.825503;102.848316,24.82556;102.847977,24.825829;102.847786,24.826037;102.847648,24.826276;102.847504,24.826675"
2,24,1024.48,"102.860842,24.83023;102.860842,24.83023;102.861484,24.829618;102.861484,24.829614;102.861411,24.829518;102.861367,24.829414;102.861367,24.829366;102.861389,24.829297;102.861463,24.829227;102.861463,24.829223;102.861367,24.829132;102.861367,24.829132;102.861332,24.829102;102.860443,24.82829;102.860443,24.82829;102.860295,24.828147;102.860295,24.828147;102.859418,24.827617;102.859418,24.827617;102.858889,24.8273;102.858889,24.8273;102.858125,24.826845;102.858125,24.826845;102.857674,24.826549;102.857669,24.826545;102.857487,24.826979;102.857435,24.827079;102.857357,24.827105;102.857001,24.826979;102.857001,24.826979;102.856849,24.826927;102.856576,24.826788;102.856576,24.826788;102.856454,24.826749;102.856393,24.826753;102.856263,24.827001;102.856259,24.827001;102.856128,24.82694;102.856124,24.826936;102.85582,24.827552;102.85582,24.827552;102.855668,24.827847;102.855408,24.828125;102.855404,24.828125;102.8551,24.827865;102.855095,24.82786;102.854935,24.827921;102.854931,24.827917;102.854657,24.827661;102.854358,24.827552;102.854089,24.827574;102.853872,24.827578;102.853529,24.827543;102.853325,24.82747;102.853325,24.82747;102.853251,24.827444;102.852422,24.827352;102.851788,24.827235;102.851003,24.826997"
2,25,1387.45,"102.860842,24.83023;102.860842,24.83023;102.861484,24.829618;102.861484,24.829614;102.861411,24.829518;102.861367,24.829414;102.861367,24.829366;102.861389,24.829297;102.861463,24.829227;102.861463,24.829223;102.861367,24.829132;102.861367,24.829132;102.861332,24.829102;102.860443,24.82829;102.860443,24.82829;102.860295,24.828147;102.860295,24.828147;102.859418,24.827617;102.859418,24.827617;102.858889,24.8273;102.858889,24.8273;102.858125,24.826845;102.858125,24.826845;102.857674,24.826549;102.857674,24.826549;102.857253,24.826372;102.857253,24.826372;102.856853,24.826211;102.856853,24.826211;102.856732,24.826133;102.856515,24.826037;102.856515,24.826037;102.856094,24.825838;102.856094,24.825838;102.855521,24.825551;102.855521,24.825551;102.855126,24.825339;102.854839,24.825247;102.854839,24.825247;102.854757,24.825226;102.854757,24.825226;102.854006,24.824987;102.85398,24.824983;102.853976,24.824978;102.853824,24.825291;102.853824,24.825291;102.853607,24.825738;102.853602,24.825738;102.85326,24.825699;102.85326,24.825699;102.85309,24.82569;102.85309,24.82569;102.852895,24.825668;102.852253,24.825473;102.852183,24.825434;102.852183,24.825434;102.852127,24.825395;102.852127,24.825395;102.851506,24.824952;102.851506,24.824952;102.851241,24.824766;102.851241,24.824766;102.850577,24.824288;102.850577,24.824288;102.850195,24.824049;102.850195,24.824049;102.849848,24.823902;102.849848,24.823902;102.849709,24.823793;102.849618,24.823737;102.849466,24.823698;102.849466,24.823698;102.849319,24.823681;102.849214,24.823685;102.848945,24.823746;102.848945,24.823746;102.848438,24.823854;102.848438,24.823854;102.847799,24.823989;102.847682,24.824067;102.847591,24.824266;102.847591,24.824266;102.847569,24.824297;102.847569,24.824297;102.8475,24.82441;102.847422,24.824562;102.847418,24.824562;102.847235,24.824319;102.847231,24.824314;102.847188,24.82434;102.847062,24.824631;102.846953,24.824813;102.846949,24.824813;102.846975,24.824831;102.846997,24.824874;102.846997,24.824926"
2,26,1618.38,"102.859366,24.831641;102.859366,24.831641;102.859162,24.831836;102.859158,24.831836;102.858845,24.83168;102.858507,24.831528;102.858242,24.831428;102.85796,24.831345;102.85796,24.831345;102.85737,24.831224;102.857053,24.831181;102.856697,24.831159;102.856298,24.831159;102.855829,24.831194;102.855525,24.831241;102.855217,24.831302;102.854709,24.831445;102.854514,24.831515;102.854514,24.831515;102.854362,24.831567;102.854362,24.831567;102.854006,24.831688;102.850395,24.83293;102.850395,24.83293;102.850326,24.832951;102.850326,24.832951;102.850004,24.833047;102.850004,24.833047;102.84944,24.833181;102.84944,24.833181;102.84878,24.833303;102.848264,24.833377;102.848264,24.833377;102.847999,24.833394;102.847999,24.833394;102.847526,24.833437;102.847522,24.833437;102.847595,24.833186;102.847595,24.833186;102.847721,24.83283;102.847721,24.83283;102.847795,24.832617;102.847795,24.832613;102.847326,24.832483;102.847326,24.832483;102.846753,24.832274;102.846753,24.832274;102.846649,24.832235;102.846341,24.832049;102.846224,24.831953;102.846094,24.831806;102.846094,24.831806;102.845933,24.83161;102.845777,24.831359;102.845638,24.831181;102.845525,24.831063;102.845161,24.83079;102.845161,24.83079;102.844271,24.830252;102.844271,24.830252;102.844154,24.830139;102.844149,24.830135;102.844219,24.830009;102.844266,24.829883;102.844414,24.829236;102.844414,24.829236;102.844427,24.829102;102.844444,24.828863;102.844436,24.828568;102.844436,24.828568;102.844405,24.828268;102.844401,24.828264;102.843524,24.82809;102.84352,24.828086;102.843563,24.827891;102.843563,24.827891"
2,27,1730.22,"102.859366,24.831641;102.859366,24.831641;102.859162,24.831836;102.859158,24.831836;102.858845,24.83168;102.858507,24.831528;102.858242,24.831428;102.85796,24.831345;102.85796,24.831345;102.85737,24.831224;102.857053,24.831181;102.856697,24.831159;102.856298,24.831159;102.855829,24.831194;102.855525,24.831241;102.855217,24.831302;102.854709,24.831445;102.854514,24.831515;102.854514,24.831515;102.854362,24.831567;102.854362,24.831567;102.854006,24.831688;102.850395,24.83293;102.850395,24.83293;102.850326,24.832951;102.850326,24.832951;102.850004,24.833047;102.850004,24.833047;102.84944,24.833181;102.84944,24.833181;102.84878,24.833303;102.848264,24.833377;102.848264,24.833377;102.847999,24.833394;102.847999,24.833394;102.847526,24.833437;102.847522,24.833437;102.847595,24.833186;102.847595,24.833186;102.847721,24.83283;102.847721,24.83283;102.847795,24.832617;102.847795,24.832613;102.847326,24.832483;102.847326,24.832483;102.846753,24.832274;102.846753,24.832274;102.846649,24.832235;102.846341,24.832049;102.846224,24.831953;102.846094,24.831806;102.846094,24.831806;102.845933,24.83161;102.845777,24.831359;102.845638,24.831181;102.845525,24.831063;102.845161,24.83079;102.845161,24.83079;102.844271,24.830252;102.844271,24.830252;102.844154,24.830139;102.844149,24.830135;102.844219,24.830009;102.844266,24.829883;102.844414,24.829236;102.844414,24.829236;102.844427,24.829102;102.844444,24.828863;102.844436,24.828568;102.844436,24.828568;102.844405,24.828268;102.844405,24.828268;102.844319,24.827799;102.844293,24.827465;102.844293,24.827305;102.844293,24.827305;102.844297,24.827131;102.844297,24.827131;102.844323,24.826706;102.844323,24.826706;102.844358,24.826567;102.844358,24.826567;102.844544,24.826037;102.844605,24.825924;102.844605,24.825924;102.844718,24.82569;102.844718,24.825686;102.844544,24.825629;102.844544,24.825629"
2,28,1023.45,"102.860842,24.83023;102.860842,24.83023;102.861484,24.829618;102.861484,24.829614;102.861411,24.829518;102.861367,24.829414;102.861367,24.829366;102.861389,24.829297;102.861463,24.829227;102.861463,24.829223;102.861367,24.829132;102.861367,24.829132;102.861332,24.829102;102.860443,24.82829;102.860443,24.82829;102.860295,24.828147;102.860295,24.828147;102.859418,24.827617;102.859418,24.827617;102.858889,24.8273;102.858889,24.8273;102.858125,24.826845;102.858125,24.826845;102.857674,24.826549;102.857674,24.826549;102.857253,24.826372;102.857253,24.826372;102.856853,24.826211;102.856853,24.826211;102.856732,24.826133;102.856515,24.826037;102.856515,24.826037;102.856094,24.825838;102.856094,24.825838;102.855521,24.825551;102.855521,24.825551;102.855126,24.825339;102.854839,24.825247;102.854839,24.825247;102.854757,24.825226;102.854757,24.825226;102.854006,24.824987;102.85398,24.824983;102.85398,24.824983;102.853186,24.824735;102.853186,24.824735;102.852643,24.82441;102.852639,24.82441;102.85283,24.824045;102.852869,24.823997"
3,4,1421.23,"102.848346,24.821063;102.848346,24.821063;102.849253,24.821046;102.849253,24.821046;102.850208,24.821046;102.850326,24.821063;102.850395,24.821102;102.850404,24.821146;102.850365,24.821289;102.850382,24.821493;102.850382,24.821493;102.850317,24.821567;102.850252,24.821675;102.850234,24.821749;102.850234,24.822014;102.850234,24.822014;102.850252,24.822331;102.850182,24.822561;102.850178,24.822561;102.850516,24.822747;102.850516,24.822747;102.850755,24.822951;102.850755,24.822951;102.851341,24.823442;102.851341,24.823442;102.851549,24.823611;102.851549,24.823611;102.85197,24.823945;102.85197,24.823945;102.852135,24.824089;102.852135,24.824089;102.852257,24.824197;102.852565,24.824366;102.852565,24.824366;102.852639,24.824405;102.852639,24.824405;102.853181,24.824731;102.853181,24.824731;102.853976,24.824978;102.853976,24.824978;102.854002,24.824983;102.854753,24.825221;102.854753,24.825221;102.854835,24.825243;102.854835,24.825243;102.855122,24.825334;102.855516,24.825547;102.855516,24.825547;102.856089,24.825833;102.856089,24.825833;102.85651,24.826033;102.85651,24.826033;102.856727,24.826128;102.856849,24.826207;102.856849,24.826207;102.857248,24.826367;102.857248,24.826367;102.857669,24.826545;102.857669,24.826545;102.858121,24.82684;102.858121,24.82684;102.858885,24.827296;102.858885,24.827296"
3,5,611.57,"102.847639,24.82036;102.847635,24.82036;102.847617,24.820716;102.847591,24.820764;102.847587,24.82076;102.847526,24.82102;102.847522,24.82102;102.847504,24.821181;102.847422,24.821285;102.847253,24.821419;102.847248,24.821424;102.84727,24.821441;102.847361,24.821623;102.847383,24.821819;102.847322,24.822114;102.847322,24.822396;102.847361,24.822513;102.84753,24.822773;102.84753,24.822773;102.847309,24.822969;102.84714,24.823147;102.84714,24.823147;102.846593,24.823763;102.846593,24.823763;102.84635,24.824023;102.845851,24.824397;102.845846,24.824397;102.84628,24.824562;102.84628,24.824562;102.846263,24.824635;102.846207,24.824766;102.846194,24.824822;102.846189,24.824826;102.846376,24.824935;102.846402,24.82497;102.846402,24.825004"
3,6,888.93,"102.848346,24.821063;102.848346,24.821063;102.849253,24.821046;102.849253,24.821046;102.850208,24.821046;102.850326,24.821063;102.850395,24.821102;102.850404,24.821146;102.850365,24.821289;102.850382,24.821493;102.850382,24.821493;102.850317,24.821567;102.850252,24.821675;102.850234,24.821749;102.850234,24.822014;102.850234,24.822014;102.850252,24.822331;102.850182,24.822561;102.850178,24.822561;102.850516,24.822747;102.850516,24.822747;102.850755,24.822951;102.850755,24.822951;102.851341,24.823442;102.851341,24.823442;102.851549,24.823611;102.851549,24.823611;102.85197,24.823945;102.85197,24.823945;102.852135,24.824089;102.852135,24.824089;102.852257,24.824197;102.852565,24.824366;102.852565,24.824366;102.852639,24.824405;102.852639,24.824405;102.853181,24.824731;102.853181,24.824731;102.85329,24.825195;102.853294,24.825456;102.85326,24.825694;102.853255,24.825694;102.853602,24.825738;102.853602,24.825738;102.853806,24.825829;102.853806,24.825829;102.854002,24.82592"
3,7,700.63,"102.847639,24.82036;102.847635,24.82036;102.847617,24.820716;102.847591,24.820764;102.847587,24.82076;102.847526,24.82102;102.847522,24.82102;102.847504,24.821181;102.847422,24.821285;102.847253,24.821419;102.847248,24.821424;102.84727,24.821441;102.847361,24.821623;102.847383,24.821819;102.847322,24.822114;102.847322,24.822396;102.847361,24.822513;102.84753,24.822773;102.84753,24.822773;102.847309,24.822969;102.84714,24.823147;102.84714,24.823147;102.846593,24.823763;102.846589,24.823763;102.846858,24.823889;102.846858,24.823889;102.847075,24.82408;102.847231,24.824314;102.847231,24.824314;102.847188,24.82434;102.847062,24.824631;102.846953,24.824813;102.846949,24.824813;102.846975,24.824831;102.846997,24.824874;102.846997,24.824926;102.84671,24.825651;102.846706,24.825651;102.847253,24.825868;102.847322,24.825951;102.847361,24.826042;102.847361,24.826107"
3,8,975.43,"102.847639,24.82036;102.847635,24.82036;102.847617,24.820716;102.847591,24.820764;102.847587,24.82076;102.847526,24.82102;102.847522,24.82102;102.847504,24.821181;102.847422,24.821285;102.847253,24.821419;102.847248,24.821424;102.84727,24.821441;102.847361,24.821623;102.847383,24.821819;102.847322,24.822114;102.847322,24.822396;102.847361,24.822513;102.84753,24.822773;102.84753,24.822773;102.847309,24.822969;102.84714,24.823147;102.84714,24.823147;102.846593,24.823763;102.846593,24.823763;102.84635,24.824023;102.845851,24.824397;102.845851,24.824397;102.845451,24.824696;102.845187,24.824957;102.844844,24.825434;102.844844,24.825434;102.844722,24.825686;102.844722,24.825686;102.844609,24.82592;102.844609,24.82592;102.844549,24.826033;102.844362,24.826563;102.844362,24.826563;102.844327,24.826701;102.844327,24.826701;102.844301,24.827127;102.844301,24.827127;102.844297,24.8273;102.844293,24.8273;102.843989,24.827292;102.843728,24.827253;102.843728,24.827253;102.843633,24.827227;102.843633,24.827227;102.843207,24.82714;102.842852,24.827023"
