node1,node2,distance,waypoints
13,25,466.28,"102.850985,24.82378;102.850981,24.823776;102.850799,24.82401;102.850799,24.82401;102.850577,24.824284;102.850573,24.824284;102.850195,24.824049;102.850195,24.824049;102.849848,24.823902;102.849848,24.823902;102.849709,24.823793;102.849618,24.823737;102.849466,24.823698;102.849466,24.823698;102.849319,24.823681;102.849214,24.823685;102.848945,24.823746;102.848945,24.823746;102.848438,24.823854;102.848438,24.823854;102.847799,24.823989;102.847682,24.824067;102.847591,24.824266;102.847591,24.824266;102.847569,24.824297;102.847569,24.824297;102.8475,24.82441;102.847422,24.824562;102.847418,24.824562;102.847235,24.824319;102.847231,24.824314;102.847188,24.82434;102.847062,24.824631;102.846953,24.824813;102.846949,24.824813;102.846975,24.824831;102.846997,24.824874;102.846997,24.824926"
13,26,862.38,"102.851549,24.823615;102.851549,24.823611;102.851345,24.823446;102.851345,24.823446;102.85076,24.822956;102.85076,24.822956;102.850521,24.822752;102.850521,24.822752;102.850182,24.822565;102.850182,24.822565;102.849952,24.822474;102.849497,24.822339;102.849162,24.822309;102.848872,24.822309;102.848724,24.822322;102.848724,24.822322;102.84855,24.822352;102.848069,24.822496;102.848069,24.822496;102.847895,24.822569;102.847535,24.822773;102.847535,24.822773;102.847309,24.822969;102.84714,24.823147;102.84714,24.823147;102.846593,24.823763;102.846593,24.823763;102.84635,24.824023;102.845851,24.824397;102.845851,24.824397;102.845451,24.824696;102.845187,24.824957;102.844844,24.825434;102.844844,24.825434;102.844722,24.825686;102.844722,24.825686;102.844609,24.82592;102.844609,24.82592;102.844549,24.826033;102.844362,24.826563;102.844362,24.826563;102.844327,24.826701;102.844327,24.826701;102.844301,24.827127;102.844301,24.827127;102.844297,24.8273;102.844293,24.8273;102.843989,24.827292;102.843728,24.827253;102.843724,24.827248;102.843702,24.827409;102.843698,24.827409;102.843694,24.827483;102.843685,24.827483;102.843676,24.827491;102.843646,24.827539"
13,27,798.7,"102.851549,24.823615;102.851549,24.823611;102.851345,24.823446;102.851345,24.823446;102.85076,24.822956;102.85076,24.822956;102.850521,24.822752;102.850521,24.822752;102.850182,24.822565;102.850182,24.822565;102.849952,24.822474;102.849497,24.822339;102.849162,24.822309;102.848872,24.822309;102.848724,24.822322;102.848724,24.822322;102.84855,24.822352;102.848069,24.822496;102.848069,24.822496;102.847895,24.822569;102.847535,24.822773;102.847535,24.822773;102.847309,24.822969;102.84714,24.823147;102.84714,24.823147;102.846593,24.823763;102.846593,24.823763;102.84635,24.824023;102.845851,24.824397;102.845851,24.824397;102.845451,24.824696;102.845187,24.824957;102.844844,24.825434;102.844844,24.825434;102.844722,24.825686;102.844718,24.825686;102.844544,24.825629;102.844544,24.825629"
13,28,150.95,"102.851549,24.823615;102.851549,24.823611;102.85197,24.823945;102.85197,24.823945;102.852135,24.824089;102.852135,24.824089;102.852257,24.824197;102.852565,24.824366;102.852565,24.824366;102.852639,24.824405;102.852639,24.82441;102.85283,24.824045;102.852869,24.823997"
14,15,618.28,"102.85401,24.823971;102.854006,24.823971;102.854358,24.824193;102.854358,24.824193;102.85464,24.824314;102.854735,24.824336;102.85477,24.824314;102.85477,24.82431;102.855625,24.82477;102.855625,24.82477;102.856163,24.825135;102.856432,24.825252;102.856688,24.825495;102.856753,24.825673;102.856749,24.825668;102.856515,24.826029;102.85651,24.826033;102.856727,24.826128;102.856849,24.826207;102.856849,24.826207;102.857248,24.826367;102.857248,24.826367;102.857669,24.826545;102.857669,24.826545;102.858121,24.82684;102.858121,24.82684;102.858885,24.827296;102.858885,24.827296"
14,16,1014.74,"102.85401,24.823971;102.854006,24.823971;102.854006,24.823971;102.853819,24.823841;102.853689,24.823776;102.85339,24.823702;102.85319,24.823685;102.85319,24.823685;102.853082,24.823663;102.852591,24.823251;102.852591,24.823251;102.852053,24.822747;102.852049,24.822743;102.851345,24.823442;102.851341,24.823442;102.85076,24.822956;102.85076,24.822956;102.850521,24.822752;102.850521,24.822752;102.850182,24.822565;102.850182,24.822565;102.849952,24.822474;102.849497,24.822339;102.849162,24.822309;102.848872,24.822309;102.848724,24.822322;102.848724,24.822322;102.84855,24.822352;102.848069,24.822496;102.848069,24.822496;102.847895,24.822569;102.847535,24.822773;102.847535,24.822773;102.847309,24.822969;102.84714,24.823147;102.84714,24.823147;102.846593,24.823763;102.846593,24.823763;102.84635,24.824023;102.845851,24.824397;102.845846,24.824397;102.84628,24.824562;102.84628,24.824562;102.846263,24.824635;102.846207,24.824766;102.846194,24.824822;102.846189,24.824822;102.846207,24.824874;102.84625,24.824944;102.846254,24.824996;102.846102,24.825464;102.846055,24.825564;102.846055,24.825564;102.845985,24.825725;102.845985,24.825725;102.845933,24.825842;102.845933,24.825842;102.845734,24.826285;102.845734,24.826285;102.845664,24.826437;102.845664,24.826437;102.845217,24.827448;102.845217,24.827448;102.845156,24.827587"
14,17,342.34,"102.85401,24.823971;102.854006,24.823971;102.854006,24.823971;102.853819,24.823841;102.853689,24.823776;102.85339,24.823702;102.85319,24.823685;102.85319,24.823685;102.853082,24.823663;102.852591,24.823251;102.852587,24.823247;102.851975,24.823945;102.851975,24.823945;102.851914,24.824058;102.851918,24.824093;102.851949,24.824123;102.851949,24.824123;102.851862,24.824284;102.851858,24.824284;102.851801,24.824236;102.851736,24.824245;102.851411,24.824653;102.851406,24.824653;102.851372,24.824653;102.851315,24.824679;102.851241,24.824761;102.851241,24.824761"
14,18,518.92,"102.85401,24.823971;102.854006,24.823971;102.854358,24.824193;102.854358,24.824193;102.854006,24.824926;102.85398,24.824978;102.85398,24.824978;102.853824,24.825291;102.853824,24.825291;102.853607,24.825738;102.853602,24.825738;102.853806,24.825829;102.853806,24.825829;102.853624,24.826198;102.85362,24.826241;102.85362,24.826293;102.853698,24.826359;102.854002,24.82648;102.854041,24.826497;102.854123,24.826571;102.854132,24.826615;102.854128,24.826654;102.854006,24.826884;102.853937,24.827014;102.853932,24.827014;102.854002,24.827036;102.854388,24.827231;102.854666,24.827448;102.854666,24.827448;102.85487,24.82763;102.855095,24.82786;102.855095,24.82786;102.855404,24.828125;102.855404,24.828125;102.855499,24.828199;102.855499,24.828199;102.855117,24.82829;102.855117,24.82829"
14,19,347.87,"102.85401,24.823971;102.854006,24.823971;102.854006,24.823971;102.853819,24.823841;102.853689,24.823776;102.85339,24.823702;102.85319,24.823685;102.85319,24.823685;102.853082,24.823663;102.852591,24.823251;102.852587,24.823247;102.851975,24.823945;102.85197,24.823945;102.851554,24.823615;102.851549,24.823611;102.851259,24.823967;102.851254,24.823967;102.850985,24.82378;102.850985,24.82378;102.850933,24.823711"
14,20,927.36,"102.85401,24.823971;102.854006,24.823971;102.854006,24.823971;102.853819,24.823841;102.853689,24.823776;102.85339,24.823702;102.85319,24.823685;102.85319,24.823685;102.853082,24.823663;102.852591,24.823251;102.852591,24.823251;102.852053,24.822747;102.852049,24.822743;102.851345,24.823442;102.851341,24.823442;102.85076,24.822956;102.85076,24.822956;102.850521,24.822752;102.850521,24.822752;102.850182,24.822565;102.850182,24.822565;102.849952,24.822474;102.849497,24.822339;102.849162,24.822309;102.848872,24.822309;102.848724,24.822322;102.848724,24.822322;102.84855,24.822352;102.848069,24.822496;102.848069,24.822496;102.847895,24.822569;102.847535,24.822773;102.847535,24.822773;102.847309,24.822969;102.84714,24.823147;102.84714,24.823147;102.846593,24.823763;102.846593,24.823763;102.84635,24.824023;102.845851,24.824397;102.845851,24.824397;102.845451,24.824696;102.845187,24.824957;102.844844,24.825434;102.844839,24.825434"
14,21,1100.74,"102.85401,24.823971;102.854006,24.823971;102.854006,24.823971;102.853819,24.823841;102.853689,24.823776;102.85339,24.823702;102.85319,24.823685;102.85319,24.823685;102.853082,24.823663;102.852591,24.823251;102.852591,24.823251;102.852053,24.822747;102.852049,24.822743;102.851345,24.823442;102.851341,24.823442;102.85076,24.822956;102.85076,24.822956;102.850521,24.822752;102.850521,24.822752;102.850182,24.822565;102.850182,24.822565;102.849952,24.822474;102.849497,24.822339;102.849162,24.822309;102.848872,24.822309;102.848724,24.822322;102.848724,24.822322;102.84855,24.822352;102.848069,24.822496;102.848069,24.822496;102.847895,24.822569;102.847535,24.822773;102.847535,24.822773;102.847309,24.822969;102.84714,24.823147;102.84714,24.823147;102.846593,24.823763;102.846593,24.823763;102.84635,24.824023;102.845851,24.824397;102.845851,24.824397;102.845451,24.824696;102.845187,24.824957;102.844844,24.825434;102.844844,24.825434;102.844722,24.825686;102.844718,24.825686;102.844544,24.825629;102.844544,24.825629;102.843524,24.825256;102.843524,24.825256;102.842187,24.824805;102.842183,24.8248;102.842148,24.824935;102.842144,24.824935;102.842057,24.824896;102.842057,24.824896;102.841988,24.824844;102.841984,24.824839"
14,22,407.03,"102.85401,24.823971;102.854006,24.823971;102.854006,24.823971;102.853819,24.823841;102.853689,24.823776;102.85339,24.823702;102.85319,24.823685;102.85319,24.823685;102.853082,24.823663;102.852591,24.823251;102.852587,24.823247;102.851975,24.823945;102.851975,24.823945;102.851914,24.824058;102.851918,24.824093;102.851949,24.824123;102.851949,24.824123;102.851862,24.824284;102.851858,24.824284;102.851884,24.824323;102.851853,24.824405;102.851567,24.824744;102.851562,24.824744;102.851571,24.824835;102.851558,24.824878;102.851506,24.824948;102.851506,24.824948;102.850773,24.825833;102.850768,24.825833;102.851003,24.825972"
14,23,714.45,"102.85401,24.823971;102.854006,24.823971;102.854006,24.823971;102.853819,24.823841;102.853689,24.823776;102.85339,24.823702;102.85319,24.823685;102.85319,24.823685;102.853082,24.823663;102.852591,24.823251;102.852587,24.823247;102.851975,24.823945;102.851975,24.823945;102.851914,24.824058;102.851918,24.824093;102.851949,24.824123;102.851949,24.824123;102.851862,24.824284;102.851858,24.824284;102.851801,24.824236;102.851736,24.824245;102.851411,24.824653;102.851406,24.824653;102.851372,24.824653;102.851315,24.824679;102.851241,24.824761;102.851241,24.824761;102.85046,24.825686;102.850456,24.825686;102.849844,24.825404;102.84967,24.825339;102.84967,24.825339;102.849392,24.825317;102.849093,24.825317;102.848763,24.825382;102.848438,24.825477;102.848398,24.825503;102.848398,24.825503;102.848316,24.82556;102.847977,24.825829;102.847786,24.826037;102.847648,24.826276;102.847504,24.826675"
14,24,533.82,"102.85401,24.823971;102.854006,24.823971;102.854006,24.823971;102.853819,24.823841;102.853689,24.823776;102.85339,24.823702;102.85319,24.823685;102.853186,24.823681;102.853164,24.823841;102.853164,24.823841;102.853121,24.824067;102.853121,24.824266;102.853181,24.824731;102.853181,24.824731;102.85329,24.825195;102.853294,24.825456;102.85326,24.825694;102.85326,24.825694;102.85316,24.826107;102.85296,24.82681;102.852956,24.82681;102.853225,24.826858;102.853225,24.826858;102.853247,24.827018;102.853247,24.827018;102.85332,24.827465;102.85332,24.827465;102.853251,24.827444;102.852422,24.827352;102.851788,24.827235;102.851003,24.826997"
14,25,741.19,"102.85401,24.823971;102.854006,24.823971;102.854006,24.823971;102.853819,24.823841;102.853689,24.823776;102.85339,24.823702;102.85319,24.823685;102.85319,24.823685;102.853082,24.823663;102.852591,24.823251;102.852587,24.823247;102.851975,24.823945;102.851975,24.823945;102.851914,24.824058;102.851918,24.824093;102.851949,24.824123;102.851949,24.824123;102.851862,24.824284;102.851858,24.824284;102.851801,24.824236;102.851736,24.824245;102.851411,24.824653;102.851406,24.824653;102.851372,24.824653;102.851315,24.824679;102.851241,24.824761;102.851237,24.824761;102.850577,24.824288;102.850577,24.824288;102.850195,24.824049;102.850195,24.824049;102.849848,24.823902;102.849848,24.823902;102.849709,24.823793;102.849618,24.823737;102.849466,24.823698;102.849466,24.823698;102.849319,24.823681;102.849214,24.823685;102.848945,24.823746;102.848945,24.823746;102.848438,24.823854;102.848438,24.823854;102.847799,24.823989;102.847682,24.824067;102.847591,24.824266;102.847591,24.824266;102.847569,24.824297;102.847569,24.824297;102.8475,24.82441;102.847422,24.824562;102.847418,24.824562;102.847235,24.824319;102.847231,24.824314;102.847188,24.82434;102.847062,24.824631;102.846953,24.824813;102.846949,24.824813;102.846975,24.824831;102.846997,24.824874;102.846997,24.824926"
14,26,1127.36,"102.85401,24.823971;102.854006,24.823971;102.854006,24.823971;102.853819,24.823841;102.853689,24.823776;102.85339,24.823702;102.85319,24.823685;102.85319,24.823685;102.853082,24.823663;102.852591,24.823251;102.852591,24.823251;102.852053,24.822747;102.852049,24.822743;102.851345,24.823442;102.851341,24.823442;102.85076,24.822956;102.85076,24.822956;102.850521,24.822752;102.850521,24.822752;102.850182,24.822565;102.850182,24.822565;102.849952,24.822474;102.849497,24.822339;102.849162,24.822309;102.848872,24.822309;102.848724,24.822322;102.848724,24.822322;102.84855,24.822352;102.848069,24.822496;102.848069,24.822496;102.847895,24.822569;102.847535,24.822773;102.847535,24.822773;102.847309,24.822969;102.84714,24.823147;102.84714,24.823147;102.846593,24.823763;102.846593,24.823763;102.84635,24.824023;102.845851,24.824397;102.845851,24.824397;102.845451,24.824696;102.845187,24.824957;102.844844,24.825434;102.844844,24.825434;102.844722,24.825686;102.844722,24.825686;102.844609,24.82592;102.844609,24.82592;102.844549,24.826033;102.844362,24.826563;102.844362,24.826563;102.844327,24.826701;102.844327,24.826701;102.844301,24.827127;102.844301,24.827127;102.844297,24.8273;102.844293,24.8273;102.843989,24.827292;102.843728,24.827253;102.843724,24.827248;102.843702,24.827409;102.843698,24.827409;102.843694,24.827483;102.843685,24.827483;102.843676,24.827491;102.843646,24.827539"
14,27,1078.78,"102.85401,24.823971;102.854006,24.823971;102.854006,24.823971;102.853819,24.823841;102.853689,24.823776;102.85339,24.823702;102.85319,24.823685;102.85319,24.823685;102.853082,24.823663;102.852591,24.823251;102.852591,24.823251;102.852053,24.822747;102.852049,24.822743;102.851345,24.823442;102.851341,24.823442;102.85076,24.822956;102.85076,24.822956;102.850521,24.822752;102.850521,24.822752;102.850182,24.822565;102.850182,24.822565;102.849952,24.822474;102.849497,24.822339;102.849162,24.822309;102.848872,24.822309;102.848724,24.822322;102.848724,24.822322;102.84855,24.822352;102.848069,24.822496;102.848069,24.822496;102.847895,24.822569;102.847535,24.822773;102.847535,24.822773;102.847309,24.822969;102.84714,24.823147;102.84714,24.823147;102.846593,24.823763;102.846593,24.823763;102.84635,24.824023;102.845851,24.824397;102.845851,24.824397;102.845451,24.824696;102.845187,24.824957;102.844844,24.825434;102.844844,24.825434;102.844722,24.825686;102.844718,24.825686;102.844544,24.825629;102.844544,24.825629"
14,28,129.75,"102.85401,24.823971;102.854006,24.823971;102.854006,24.823971;102.853819,24.823841;102.853689,24.823776;102.85339,24.823702;102.85319,24.823685;102.853186,24.823681;102.853164,24.823841;102.85316,24.823841;102.853051,24.823828"
15,16,1375.56,"102.858885,24.8273;102.858885,24.827296;102.858125,24.826845;102.858121,24.82684;102.858047,24.82727;102.858047,24.827839;102.858047,24.827839;102.858003,24.828038;102.857938,24.828216;102.857873,24.828333;102.857799,24.828459;102.857674,24.828615;102.857435,24.828867;102.857305,24.828954;102.857114,24.829028;102.857031,24.829041;102.856914,24.829041;102.856775,24.829019;102.856775,24.829019;102.856207,24.828837;102.856202,24.828832;102.855842,24.828832;102.855334,24.828915;102.854536,24.829097;102.85418,24.829184;102.85418,24.829184;102.854006,24.829232;102.853867,24.829271;102.853398,24.829484;102.853286,24.829566;102.853286,24.829566;102.852899,24.829831;102.852556,24.830135;102.852552,24.830135;102.852387,24.829909;102.852053,24.829661;102.85174,24.829531;102.851415,24.829449;102.851415,24.829449;102.850959,24.829384;102.850959,24.829384;102.850217,24.829392;102.850043,24.829388;102.850039,24.829384;102.850091,24.829102;102.850095,24.829067;102.850091,24.828993;102.850043,24.82895;102.849939,24.828911;102.849939,24.828911;102.849588,24.82878;102.849505,24.828702;102.849388,24.82862;102.849284,24.828576;102.848481,24.828442;102.848481,24.828442;102.848299,24.828411;102.848299,24.828411;102.84819,24.828407;102.84819,24.828407;102.84783,24.828385;102.847587,24.828398;102.84701,24.828481;102.84701,24.828481;102.846723,24.828542;102.846502,24.828611;102.846428,24.828655;102.84628,24.828767;102.846146,24.828928;102.846141,24.828928;102.845734,24.828659;102.845547,24.828568;102.845547,24.828568;102.845464,24.828533;102.845464,24.828533;102.844792,24.828359;102.844787,24.828355;102.844935,24.827956"
15,17,843.27,"102.858885,24.8273;102.858885,24.827296;102.858125,24.826845;102.858125,24.826845;102.857674,24.826549;102.857674,24.826549;102.857253,24.826372;102.857253,24.826372;102.856853,24.826211;102.856853,24.826211;102.856732,24.826133;102.856515,24.826037;102.856515,24.826037;102.856094,24.825838;102.856094,24.825838;102.855521,24.825551;102.855521,24.825551;102.855126,24.825339;102.854839,24.825247;102.854839,24.825247;102.854757,24.825226;102.854757,24.825226;102.854006,24.824987;102.85398,24.824983;102.853976,24.824978;102.853824,24.825291;102.853824,24.825291;102.853607,24.825738;102.853602,24.825738;102.85326,24.825699;102.85326,24.825699;102.85309,24.82569;102.85309,24.82569;102.852895,24.825668;102.852253,24.825473;102.852183,24.825434;102.852183,24.825434;102.852127,24.825395;102.852127,24.825395;102.851506,24.824952;102.851506,24.824952;102.851241,24.824766;102.851241,24.824766"
15,18,394.03,"102.858885,24.8273;102.858885,24.827296;102.858125,24.826845;102.858121,24.82684;102.858047,24.82727;102.858047,24.827839;102.858047,24.827839;102.858003,24.828038;102.857938,24.828216;102.857873,24.828333;102.857799,24.828459;102.857674,24.828615;102.857435,24.828867;102.857305,24.828954;102.857114,24.829028;102.857031,24.829041;102.856914,24.829041;102.856775,24.829019;102.856775,24.829019;102.856207,24.828837;102.856202,24.828832;102.855959,24.828533;102.855503,24.828203;102.855499,24.828199;102.855117,24.82829;102.855117,24.82829"
15,19,920.36,"102.858885,24.8273;102.858885,24.827296;102.858125,24.826845;102.858125,24.826845;102.857674,24.826549;102.857674,24.826549;102.857253,24.826372;102.857253,24.826372;102.856853,24.826211;102.856853,24.826211;102.856732,24.826133;102.856515,24.826037;102.856515,24.826037;102.856094,24.825838;102.856094,24.825838;102.855521,24.825551;102.855521,24.825551;102.855126,24.825339;102.854839,24.825247;102.854839,24.825247;102.854757,24.825226;102.854757,24.825226;102.854006,24.824987;102.85398,24.824983;102.85398,24.824983;102.853186,24.824735;102.853186,24.824735;102.852643,24.82441;102.852643,24.82441;102.852569,24.824371;102.852569,24.824371;102.852261,24.824201;102.85214,24.824093;102.85214,24.824093;102.851975,24.82395;102.851975,24.82395;102.851554,24.823615;102.851549,24.823611;102.851259,24.823967;102.851254,24.823967;102.850985,24.82378;102.850985,24.82378;102.850933,24.823711"
15,20,1381.93,"102.858885,24.8273;102.858885,24.827296;102.858125,24.826845;102.858125,24.826845;102.857674,24.826549;102.857674,24.826549;102.857253,24.826372;102.857253,24.826372;102.856853,24.826211;102.856853,24.826211;102.856732,24.826133;102.856515,24.826037;102.856515,24.826037;102.856094,24.825838;102.856094,24.825838;102.855521,24.825551;102.855521,24.825551;102.855126,24.825339;102.854839,24.825247;102.854839,24.825247;102.854757,24.825226;102.854757,24.825226;102.854006,24.824987;102.85398,24.824983;102.85398,24.824983;102.853186,24.824735;102.853186,24.824735;102.852643,24.82441;102.852643,24.82441;102.852569,24.824371;102.852569,24.824371;102.852261,24.824201;102.85214,24.824093;102.85214,24.824093;102.851975,24.82395;102.851975,24.82395;102.851554,24.823615;102.851554,24.823615;102.851345,24.823446;102.851345,24.823446;102.85076,24.822956;102.85076,24.822956;102.850521,24.822752;102.850521,24.822752;102.850182,24.822565;102.850182,24.822565;102.849952,24.822474;102.849497,24.822339;102.849162,24.822309;102.848872,24.822309;102.848724,24.822322;102.848724,24.822322;102.84855,24.822352;102.848069,24.822496;102.848069,24.822496;102.847895,24.822569;102.847535,24.822773;102.847535,24.822773;102.847309,24.822969;102.84714,24.823147;102.84714,24.823147;102.846593,24.823763;102.846593,24.823763;102.84635,24.824023;102.845851,24.824397;102.845851,24.824397;102.845451,24.824696;102.845187,24.824957;102.844844,24.825434;102.844839,24.825434"
15,21,1639.04,"102.858885,24.8273;102.858885,24.827296;102.858125,24.826845;102.858121,24.82684;102.858225,24.82638;102.858247,24.82612;102.858238,24.825885;102.858238,24.825885;102.858199,24.825677;102.85806,24.825165;102.858051,24.824644;102.858051,24.824644;102.858069,24.824457;102.858069,24.824457;102.85809,24.824249;102.85809,24.824245;102.857196,24.824028;102.856923,24.823937;102.856332,24.823707;102.855968,24.823537;102.855582,24.823333;102.855078,24.823025;102.8548,24.822821;102.854488,24.822582;102.854006,24.822174;102.853715,24.821918;102.853715,24.821918;102.852556,24.820916;102.852556,24.820916;102.851871,24.820334;102.851871,24.820334;102.85168,24.820182;102.85168,24.820182;102.851502,24.820048;102.851502,24.820048;102.850968,24.819688;102.850525,24.819423;102.850048,24.819162;102.849696,24.818997;102.849184,24.818789;102.848746,24.818628;102.848294,24.81849;102.847778,24.818359;102.847361,24.818268;102.846806,24.818194;102.846801,24.81819;102.846662,24.818455;102.845638,24.819857;102.845638,24.819857;102.845009,24.820716;102.845009,24.820716;102.844162,24.821884;102.844162,24.821884;102.843885,24.822266;102.843885,24.822266"
15,22,794.66,"102.858885,24.8273;102.858885,24.827296;102.858125,24.826845;102.858125,24.826845;102.857674,24.826549;102.857669,24.826545;102.857487,24.826979;102.857435,24.827079;102.857357,24.827105;102.857001,24.826979;102.857001,24.826979;102.856849,24.826927;102.856576,24.826788;102.856576,24.826788;102.856454,24.826749;102.856393,24.826753;102.856263,24.827001;102.856259,24.827001;102.856128,24.82694;102.856128,24.82694;102.855668,24.826723;102.855668,24.826723;102.855165,24.82648;102.855161,24.826476;102.855043,24.826723;102.855043,24.826723;102.85467,24.827448;102.854666,24.827448;102.854392,24.827235;102.854006,24.82704;102.853937,24.827018;102.853937,24.827018;102.853763,24.826962;102.853229,24.826862;102.853229,24.826862;102.85296,24.826814;102.85296,24.826814;102.85207,24.826641;102.85207,24.826641;102.851727,24.826541;102.851445,24.826359"
15,23,1107.84,"102.858885,24.8273;102.858885,24.827296;102.858125,24.826845;102.858125,24.826845;102.857674,24.826549;102.857674,24.826549;102.857253,24.826372;102.857253,24.826372;102.856853,24.826211;102.856853,24.826211;102.856732,24.826133;102.856515,24.826037;102.856515,24.826037;102.856094,24.825838;102.856094,24.825838;102.855521,24.825551;102.855521,24.825551;102.855126,24.825339;102.854839,24.825247;102.854839,24.825247;102.854757,24.825226;102.854757,24.825226;102.854006,24.824987;102.85398,24.824983;102.853976,24.824978;102.853824,24.825291;102.853824,24.825291;102.853607,24.825738;102.853602,24.825738;102.85326,24.825699;102.85326,24.825699;102.85309,24.82569;102.85309,24.82569;102.852895,24.825668;102.852253,24.825473;102.852183,24.825434;102.852183,24.825434;102.852127,24.825395;102.852127,24.825395;102.851506,24.824952;102.851502,24.824948;102.850773,24.825833;102.850768,24.825833;102.85046,24.82569;102.85046,24.82569;102.849844,24.825404;102.84967,24.825339;102.84967,24.825339;102.849392,24.825317;102.849093,24.825317;102.848763,24.825382;102.848438,24.825477;102.848398,24.825503;102.848398,24.825503;102.848316,24.82556;102.847977,24.825829;102.847786,24.826037;102.847648,24.826276;102.847504,24.826675"
15,24,864.18,"102.858885,24.8273;102.858885,24.827296;102.858125,24.826845;102.858125,24.826845;102.857674,24.826549;102.857669,24.826545;102.857487,24.826979;102.857435,24.827079;102.857357,24.827105;102.857001,24.826979;102.857001,24.826979;102.856849,24.826927;102.856576,24.826788;102.856576,24.826788;102.856454,24.826749;102.856393,24.826753;102.856263,24.827001;102.856259,24.827001;102.856128,24.82694;102.856124,24.826936;102.85582,24.827552;102.85582,24.827552;102.855668,24.827847;102.855408,24.828125;102.855404,24.828125;102.8551,24.827865;102.855095,24.82786;102.854935,24.827921;102.854931,24.827917;102.854657,24.827661;102.854358,24.827552;102.854089,24.827574;102.853872,24.827578;102.853529,24.827543;102.853325,24.82747;102.853325,24.82747;102.853251,24.827444;102.852422,24.827352;102.851788,24.827235;102.851003,24.826997"
15,25,1203.79,"102.858885,24.8273;102.858885,24.827296;102.858125,24.826845;102.858125,24.826845;102.857674,24.826549;102.857674,24.826549;102.857253,24.826372;102.857253,24.826372;102.856853,24.826211;102.856853,24.826211;102.856732,24.826133;102.856515,24.826037;102.856515,24.826037;102.856094,24.825838;102.856094,24.825838;102.855521,24.825551;102.855521,24.825551;102.855126,24.825339;102.854839,24.825247;102.854839,24.825247;102.854757,24.825226;102.854757,24.825226;102.854006,24.824987;102.85398,24.824983;102.853976,24.824978;102.853824,24.825291;102.853824,24.825291;102.853607,24.825738;102.853602,24.825738;102.85326,24.825699;102.85326,24.825699;102.85309,24.82569;102.85309,24.82569;102.852895,24.825668;102.852253,24.825473;102.852183,24.825434;102.852183,24.825434;102.852127,24.825395;102.852127,24.825395;102.851506,24.824952;102.851506,24.824952;102.851241,24.824766;102.851241,24.824766;102.850577,24.824288;102.850577,24.824288;102.850195,24.824049;102.850195,24.824049;102.849848,24.823902;102.849848,24.823902;102.849709,24.823793;102.849618,24.823737;102.849466,24.823698;102.849466,24.823698;102.849319,24.823681;102.849214,24.823685;102.848945,24.823746;102.848945,24.823746;102.848438,24.823854;102.848438,24.823854;102.847799,24.823989;102.847682,24.824067;102.847591,24.824266;102.847591,24.824266;102.847569,24.824297;102.847569,24.824297;102.8475,24.82441;102.847422,24.824562;102.847418,24.824562;102.847235,24.824319;102.847231,24.824314;102.847188,24.82434;102.847062,24.824631;102.846953,24.824813;102.846949,24.824813;102.846975,24.824831;102.846997,24.824874;102.846997,24.824926"
15,26,1509.76,"102.858885,24.8273;102.858885,24.827296;102.858125,24.826845;102.858121,24.82684;102.858047,24.82727;102.858047,24.827839;102.858047,24.827839;102.858003,24.828038;102.857938,24.828216;102.857873,24.828333;102.857799,24.828459;102.857674,24.828615;102.857435,24.828867;102.857305,24.828954;102.857114,24.829028;102.857031,24.829041;102.856914,24.829041;102.856775,24.829019;102.856775,24.829019;102.856207,24.828837;102.856202,24.828832;102.855842,24.828832;102.855334,24.828915;102.854536,24.829097;102.85418,24.829184;102.85418,24.829184;102.854006,24.829232;102.853867,24.829271;102.853398,24.829484;102.853286,24.829566;102.853286,24.829566;102.852899,24.829831;102.852556,24.830135;102.852552,24.830135;102.852387,24.829909;102.852053,24.829661;102.85174,24.829531;102.851415,24.829449;102.851415,24.829449;102.850959,24.829384;102.850959,24.829384;102.850217,24.829392;102.850043,24.829388;102.850039,24.829384;102.850091,24.829102;102.850095,24.829067;102.850091,24.828993;102.850043,24.82895;102.849939,24.828911;102.849939,24.828911;102.849588,24.82878;102.849505,24.828702;102.849388,24.82862;102.849284,24.828576;102.848481,24.828442;102.848481,24.828442;102.848299,24.828411;102.848299,24.828411;102.84819,24.828407;102.84819,24.828407;102.84783,24.828385;102.847587,24.828398;102.84701,24.828481;102.84701,24.828481;102.846723,24.828542;102.846502,24.828611;102.846428,24.828655;102.84628,24.828767;102.846146,24.828928;102.846141,24.828928;102.845734,24.828659;102.845547,24.828568;102.845547,24.828568;102.845464,24.828533;102.845464,24.828533;102.844792,24.828359;102.844792,24.828359;102.844405,24.828268;102.844405,24.828268;102.843524,24.82809;102.84352,24.828086;102.843563,24.827891;102.843563,24.827891"
